ID,Species,Project,Tissue,Stage,Sequencing,Technology,Timepoint,Cell,PMID_DOI,Download,sorted_time,time_unit,conversion_rule,special_notes,needs_conversion,needs_reference_unification
Tedd.5_FetalCerebrum,Homo sapiens,Tedd.5,Brain - Cerebrum,Fetal,single-cell RNA sequencing,sci-RNA-seq,"GW13, GW16, GW17",87065,https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.5_FetalCerebrum/counts.csv.gz,"13,16,17",gestational_weeks,Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.5_FetalEye,Homo sapiens,Tedd.5,Eye,Fetal,single-cell RNA sequencing,sci-RNA-seq,"GW13, GW14, GW16, GW17, GW18",51216,https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.5_FetalEye/counts.csv.gz,"13,14,16,17,18",gestational_weeks,Gestational 13.0 weeks | Gestational 14.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks | Gestational 18.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.5_FetalHeart,Homo sapiens,Tedd.5,Heart,Fetal,single-cell RNA sequencing,sci-RNA-seq,"GW13, GW16, GW17",101478,https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.5_FetalHeart/counts.csv.gz,"13,16,17",gestational_weeks,Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.5_FetalIntestine,Homo sapiens,Tedd.5,Intestine,Fetal,single-cell RNA sequencing,sci-RNA-seq,"GW10, GW11, GW12, GW14, GW16, GW17, GW18",51052,https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.5_FetalIntestine/counts.csv.gz,"10,11,12,14,16,17,18",gestational_weeks,Gestational 10.0 weeks | Gestational 11.0 weeks | Gestational 12.0 weeks | Gestational 14.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks | Gestational 18.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.5_FetalKidney,Homo sapiens,Tedd.5,Kidney,Fetal,single-cell RNA sequencing,sci-RNA-seq,"GW10, GW12, GW14, GW16, GW17, GW18",155387,https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.5_FetalKidney/counts.csv.gz,"10,12,14,16,17,18",gestational_weeks,Gestational 10.0 weeks | Gestational 12.0 weeks | Gestational 14.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks | Gestational 18.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.5_FetalLiver,Homo sapiens,Tedd.5,Liver,Fetal,single-cell RNA sequencing,sci-RNA-seq,"GW13, GW16, GW17",113139,https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.5_FetalLiver/counts.csv.gz,"13,16,17",gestational_weeks,Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.5_FetalLung,Homo sapiens,Tedd.5,Lung,Fetal,single-cell RNA sequencing,sci-RNA-seq,"GW13, GW16, GW17, GW18",217739,https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.5_FetalLung/counts.csv.gz,"13,16,17,18",gestational_weeks,Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks | Gestational 18.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.5_FetalMuscle,Homo sapiens,Tedd.5,Skeleton Muscle,Fetal,single-cell RNA sequencing,sci-RNA-seq,"GW13, GW16, GW17, GW18",30873,https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.5_FetalMuscle/counts.csv.gz,"13,16,17,18",gestational_weeks,Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks | Gestational 18.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.5_FetalPancreas,Homo sapiens,Tedd.5,Pancreas,Fetal,single-cell RNA sequencing,sci-RNA-seq,"GW16, GW17",45654,https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.5_FetalPancreas/counts.csv.gz,"16,17",gestational_weeks,Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks,No,No
Tedd.5_FetalSpleen,Homo sapiens,Tedd.5,Spleen,Fetal,single-cell RNA sequencing,sci-RNA-seq,"GW13, GW16, GW17",13181,https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.5_FetalSpleen/counts.csv.gz,"13,16,17",gestational_weeks,Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.5_FetalStomach,Homo sapiens,Tedd.5,Stomach,Fetal,single-cell RNA sequencing,sci-RNA-seq,"GW14, GW16, GW17",12107,https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.5_FetalStomach/counts.csv.gz,"14,16,17",gestational_weeks,Gestational 14.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.5_FetalThymus,Homo sapiens,Tedd.5,Thymus,Fetal,single-cell RNA sequencing,sci-RNA-seq,"GW16, GW17",8780,https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.5_FetalThymus/counts.csv.gz,"16,17",gestational_weeks,Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks,No,No
Tedd.5_Placenta,Homo sapiens,Tedd.5,Placenta,Fetal,single-cell RNA sequencing,sci-RNA-seq,"GW13, GW16, GW17",29877,https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.5_Placenta/counts.csv.gz,"13,16,17",gestational_weeks,Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.6_FetalAdrenalGland_scatac,Homo sapiens,Tedd.6,Adrenal Gland,Fetal,single-cell ATAC sequencing,sci-ATAC-seq3,"GW16, GW17",63959,https://pubmed.ncbi.nlm.nih.gov/33184180/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.6_FetalAdrenalGland_scatac/counts.csv.gz,"16,17",gestational_weeks,Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks,No,No
Tedd.6_FetalCerebellum_scatac,Homo sapiens,Tedd.6,Brain - Cerebellum,Fetal,single-cell ATAC sequencing,sci-ATAC-seq3,GW15,3314,https://pubmed.ncbi.nlm.nih.gov/33184180/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.6_FetalCerebellum_scatac/counts.csv.gz,15,gestational_weeks,Gestational 15.0 weeks,Gestational weeks,No,No
Tedd.6_FetalCerebrum_scatac,Homo sapiens,Tedd.6,Brain - Cerebrum,Fetal,single-cell ATAC sequencing,sci-ATAC-seq3,GW16,85262,https://pubmed.ncbi.nlm.nih.gov/33184180/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.6_FetalCerebrum_scatac/counts.csv.gz,16,gestational_weeks,Gestational 16.0 weeks,Gestational weeks,No,No
Tedd.6_FetalEyes_scatac,Homo sapiens,Tedd.6,Eye,Fetal,single-cell ATAC sequencing,sci-ATAC-seq3,"GW13, GW17",9713,https://pubmed.ncbi.nlm.nih.gov/33184180/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.6_FetalEyes_scatac/counts.csv.gz,"13,17",gestational_weeks,Gestational 13.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks,No,No
Tedd.6_FetalHeart_scatac,Homo sapiens,Tedd.6,Heart,Fetal,single-cell ATAC sequencing,sci-ATAC-seq3,"GW13, GW16, GW17",79249,https://pubmed.ncbi.nlm.nih.gov/33184180/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.6_FetalHeart_scatac/counts.csv.gz,"13,16,17",gestational_weeks,Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.6_FetalIntestine_scatac,Homo sapiens,Tedd.6,Intestine,Fetal,single-cell ATAC sequencing,sci-ATAC-seq3,"GW13, GW16, GW18",42943,https://pubmed.ncbi.nlm.nih.gov/33184180/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.6_FetalIntestine_scatac/counts.csv.gz,"13,16,18",gestational_weeks,Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 18.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.6_FetalKidney_scatac,Homo sapiens,Tedd.6,Kidney,Fetal,single-cell ATAC sequencing,sci-ATAC-seq3,"GW13, GW16, GW17, GW18",75491,https://pubmed.ncbi.nlm.nih.gov/33184180/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.6_FetalKidney_scatac/counts.csv.gz,"13,16,17,18",gestational_weeks,Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks | Gestational 18.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.6_FetalLiver_scatac,Homo sapiens,Tedd.6,Liver,Fetal,single-cell ATAC sequencing,sci-ATAC-seq3,"GW13, GW16, GW17",183176,https://pubmed.ncbi.nlm.nih.gov/33184180/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.6_FetalLiver_scatac/counts.csv.gz,"13,16,17",gestational_weeks,Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.6_FetalLung_scatac,Homo sapiens,Tedd.6,Lung,Fetal,single-cell ATAC sequencing,sci-ATAC-seq3,"GW13, GW16, GW17",72663,https://pubmed.ncbi.nlm.nih.gov/33184180/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.6_FetalLung_scatac/counts.csv.gz,"13,16,17",gestational_weeks,Gestational 13.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.6_FetalMuscle_scatac,Homo sapiens,Tedd.6,Skeleton Muscle,Fetal,single-cell ATAC sequencing,sci-ATAC-seq3,"GW17, GW18",27182,https://pubmed.ncbi.nlm.nih.gov/33184180/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.6_FetalMuscle_scatac/counts.csv.gz,"17,18",gestational_weeks,Gestational 17.0 weeks | Gestational 18.0 weeks,Gestational weeks | Gestational weeks,No,No
Tedd.6_FetalPancreas_scatac,Homo sapiens,Tedd.6,Pancreas,Fetal,single-cell ATAC sequencing,sci-ATAC-seq3,GW15,4995,https://pubmed.ncbi.nlm.nih.gov/33184180/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.6_FetalPancreas_scatac/counts.csv.gz,15,gestational_weeks,Gestational 15.0 weeks,Gestational weeks,No,No
Tedd.6_FetalSpleen_scatac,Homo sapiens,Tedd.6,Spleen,Fetal,single-cell ATAC sequencing,sci-ATAC-seq3,GW14,2158,https://pubmed.ncbi.nlm.nih.gov/33184180/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.6_FetalSpleen_scatac/counts.csv.gz,14,gestational_weeks,Gestational 14.0 weeks,Gestational weeks,No,No
Tedd.6_FetalStomach_scatac,Homo sapiens,Tedd.6,Stomach,Fetal,single-cell ATAC sequencing,sci-ATAC-seq3,"GW13, GW15",3841,https://pubmed.ncbi.nlm.nih.gov/33184180/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.6_FetalStomach_scatac/counts.csv.gz,"13,15",gestational_weeks,Gestational 13.0 weeks | Gestational 15.0 weeks,Gestational weeks | Gestational weeks,No,No
Tedd.6_FetalThymus_scatac,Homo sapiens,Tedd.6,Thymus,Fetal,single-cell ATAC sequencing,sci-ATAC-seq3,"GW15, GW16, GW17",21500,https://pubmed.ncbi.nlm.nih.gov/33184180/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.6_FetalThymus_scatac/counts.csv.gz,"15,16,17",gestational_weeks,Gestational 15.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.6_Placenta_scatac,Homo sapiens,Tedd.6,Placenta,Fetal,single-cell ATAC sequencing,sci-ATAC-seq3,"GW16, GW17",45182,https://pubmed.ncbi.nlm.nih.gov/33184180/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.6_Placenta_scatac/counts.csv.gz,"16,17",gestational_weeks,Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks,No,No
Tedd.7_AdultBreast,Homo sapiens,Tedd.7,Breast,Adult,single nucleus RNA sequencing,10x,"41-50, 21-40",9771,https://www.biorxiv.org/content/10.1101/2021.07.19.452954v1,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.7_AdultBreast/counts.csv.gz,"45.5,30.5",age_range,Age range 41.0-50.0 averaged | Age range 21.0-40.0 averaged,Average 45.5 years | Average 30.5 years,No,No
Tedd.7_AdultEsophagusMucosa,Homo sapiens,Tedd.7,Esophagus,Adult,single nucleus RNA sequencing,10x,"21-40, 41-50, 51-60",26061,https://www.biorxiv.org/content/10.1101/2021.07.19.452954v1,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.7_AdultEsophagusMucosa/counts.csv.gz,"30.5,45.5,55.5",age_range,Age range 21.0-40.0 averaged | Age range 41.0-50.0 averaged | Age range 51.0-60.0 averaged,Average 30.5 years | Average 45.5 years | Average 55.5 years,No,No
Tedd.7_AdultEsophagusMuscularis,Homo sapiens,Tedd.7,Esophagus,Adult,single nucleus RNA sequencing,10x,"21-40, 51-60, 61-70",34174,https://www.biorxiv.org/content/10.1101/2021.07.19.452954v1,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.7_AdultEsophagusMuscularis/counts.csv.gz,"30.5,55.5,65.5",age_range,Age range 21.0-40.0 averaged | Age range 51.0-60.0 averaged | Age range 61.0-70.0 averaged,Average 30.5 years | Average 55.5 years | Average 65.5 years,No,No
Tedd.7_AdultHeart,Homo sapiens,Tedd.7,Heart,Adult,single nucleus RNA sequencing,10x,"41-50, 61-70",36553,https://www.biorxiv.org/content/10.1101/2021.07.19.452954v1,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.7_AdultHeart/counts.csv.gz,"45.5,65.5",age_range,Age range 41.0-50.0 averaged | Age range 61.0-70.0 averaged,Average 45.5 years | Average 65.5 years,No,No
Tedd.7_AdultLung,Homo sapiens,Tedd.7,Lung,Adult,single nucleus RNA sequencing,10x,"41-50, 51-60",35285,https://www.biorxiv.org/content/10.1101/2021.07.19.452954v1,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.7_AdultLung/counts.csv.gz,"45.5,55.5",age_range,Age range 41.0-50.0 averaged | Age range 51.0-60.0 averaged,Average 45.5 years | Average 55.5 years,No,No
Tedd.7_AdultMuscle,Homo sapiens,Tedd.7,Skeleton Muscle,Adult,single nucleus RNA sequencing,10x,"41-50, 51-60, 61-70",30878,https://www.biorxiv.org/content/10.1101/2021.07.19.452954v1,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.7_AdultMuscle/counts.csv.gz,"45.5,55.5,65.5",age_range,Age range 41.0-50.0 averaged | Age range 51.0-60.0 averaged | Age range 61.0-70.0 averaged,Average 45.5 years | Average 55.5 years | Average 65.5 years,No,No
Tedd.7_AdultProstate,Homo sapiens,Tedd.7,Prostate,Adult,single nucleus RNA sequencing,10x,"41-50, 51-60, 61-70",31062,https://www.biorxiv.org/content/10.1101/2021.07.19.452954v1,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.7_AdultProstate/counts.csv.gz,"45.5,55.5,65.5",age_range,Age range 41.0-50.0 averaged | Age range 51.0-60.0 averaged | Age range 61.0-70.0 averaged,Average 45.5 years | Average 55.5 years | Average 65.5 years,No,No
Tedd.7_AdultSkin,Homo sapiens,Tedd.7,Skin,Adult,single nucleus RNA sequencing,10x,"21-40, 51-60",4876,https://www.biorxiv.org/content/10.1101/2021.07.19.452954v1,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.7_AdultSkin/counts.csv.gz,"30.5,55.5",age_range,Age range 21.0-40.0 averaged | Age range 51.0-60.0 averaged,Average 30.5 years | Average 55.5 years,No,No
Tedd.8_AdultAdipose_scatac,Homo sapiens,Tedd.8,Adipose,Adult,single-cell ATAC sequencing,sci-ATAC-seq,"31-40, 51-60",16244,https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.8_AdultAdipose_scatac/counts.csv.gz,"35.5,55.5",age_range,Age range 31.0-40.0 averaged | Age range 51.0-60.0 averaged,Average 35.5 years | Average 55.5 years,No,No
Tedd.8_AdultAdrenalGland_scatac,Homo sapiens,Tedd.8,Adrenal Gland,Adult,single-cell ATAC sequencing,sci-ATAC-seq,51-60,7797,https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.8_AdultAdrenalGland_scatac/counts.csv.gz,55.5,age_range,Age range 51.0-60.0 averaged,Average 55.5 years,No,No
Tedd.8_AdultArteryAorta_scatac,Homo sapiens,Tedd.8,Blood Vessel,Adult,single-cell ATAC sequencing,sci-ATAC-seq,"31-40, 51-60",35986,https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.8_AdultArteryAorta_scatac/counts.csv.gz,"35.5,55.5",age_range,Age range 31.0-40.0 averaged | Age range 51.0-60.0 averaged,Average 35.5 years | Average 55.5 years,No,No
Tedd.8_AdultArteryTibial_scatac,Homo sapiens,Tedd.8,Artery - Tibial,Adult,single-cell ATAC sequencing,sci-ATAC-seq,51-60,10839,https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.8_AdultArteryTibial_scatac/counts.csv.gz,55.5,age_range,Age range 51.0-60.0 averaged,Average 55.5 years,No,No
Tedd.8_AdultBreastMammary_scatac,Homo sapiens,Tedd.8,Breast,Adult,single-cell ATAC sequencing,sci-ATAC-seq,51-60,16411,https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.8_AdultBreastMammary_scatac/counts.csv.gz,55.5,age_range,Age range 51.0-60.0 averaged,Average 55.5 years,No,No
Tedd.8_AdultColonSigmoid_scatac,Homo sapiens,Tedd.8,Intestine,Adult,single-cell ATAC sequencing,sci-ATAC-seq,"31-40, 51-60",18240,https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.8_AdultColonSigmoid_scatac/counts.csv.gz,"35.5,55.5",age_range,Age range 31.0-40.0 averaged | Age range 51.0-60.0 averaged,Average 35.5 years | Average 55.5 years,No,No
Tedd.8_AdultColonTransverse_scatac,Homo sapiens,Tedd.8,Intestine,Adult,single-cell ATAC sequencing,sci-ATAC-seq,"31-40, 51-60",36846,https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.8_AdultColonTransverse_scatac/counts.csv.gz,"35.5,55.5",age_range,Age range 31.0-40.0 averaged | Age range 51.0-60.0 averaged,Average 35.5 years | Average 55.5 years,No,No
Tedd.8_AdultEsophagusGastroesophageal_scatac,Homo sapiens,Tedd.8,Esophagus,Adult,single-cell ATAC sequencing,sci-ATAC-seq,51-60,13519,https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.8_AdultEsophagusGastroesophageal_scatac/counts.csv.gz,55.5,age_range,Age range 51.0-60.0 averaged,Average 55.5 years,No,No
Tedd.8_AdultEsophagusMucosa_scatac,Homo sapiens,Tedd.8,Esophagus,Adult,single-cell ATAC sequencing,sci-ATAC-seq,51-60,29122,https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.8_AdultEsophagusMucosa_scatac/counts.csv.gz,55.5,age_range,Age range 51.0-60.0 averaged,Average 55.5 years,No,No
Tedd.8_AdultEsophagusMuscularis_scatac,Homo sapiens,Tedd.8,Esophagus,Adult,single-cell ATAC sequencing,sci-ATAC-seq,"31-40, 51-60",39831,https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.8_AdultEsophagusMuscularis_scatac/counts.csv.gz,"35.5,55.5",age_range,Age range 31.0-40.0 averaged | Age range 51.0-60.0 averaged,Average 35.5 years | Average 55.5 years,No,No
Tedd.8_AdultFrontalCortex_scatac,Homo sapiens,Tedd.8,Brain - Cortex,Adult,single-cell ATAC sequencing,sci-ATAC-seq,"31-40, 51-60",14907,https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.8_AdultFrontalCortex_scatac/counts.csv.gz,"35.5,55.5",age_range,Age range 31.0-40.0 averaged | Age range 51.0-60.0 averaged,Average 35.5 years | Average 55.5 years,No,No
Tedd.8_AdultHeartAtrialAppendage_scatac,Homo sapiens,Tedd.8,Heart,Adult,single-cell ATAC sequencing,sci-ATAC-seq,"21-30, 31-40, 41-50, 51-60, 61-70",13065,https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.8_AdultHeartAtrialAppendage_scatac/counts.csv.gz,"25.5,35.5,45.5,55.5,65.5",age_range,Age range 21.0-30.0 averaged | Age range 31.0-40.0 averaged | Age range 41.0-50.0 averaged | Age range 51.0-60.0 averaged | Age range 61.0-70.0 averaged,Average 25.5 years | Average 35.5 years | Average 45.5 years | Average 55.5 years | Average 65.5 years,No,No
Tedd.8_AdultLeftAtrium_scatac,Homo sapiens,Tedd.8,Heart,Adult,single-cell ATAC sequencing,sci-ATAC-seq,51-60,14749,https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.8_AdultLeftAtrium_scatac/counts.csv.gz,55.5,age_range,Age range 51.0-60.0 averaged,Average 55.5 years,No,No
